# CROND, RSYSLOGD, SESSION, SSHD, SU
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,-1.020992451237079601e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,-1.020992451237079601e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,-1.020992451237079601e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,-1.020992451237079601e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,-1.020992451237079601e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,-1.020992451237079601e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,-1.020992451237079601e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,-1.020992451237079601e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,-5.859948047092778944e-01
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,-1.020992451237079601e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,-1.020992451237079601e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,-1.020992451237079601e+00
1.961342963853386356e+00,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,-1.020992451237079601e+00
1.473447226309690383e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,-1.020992451237079601e+00
1.054343843242177670e+00,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,-1.020992451237079601e+00
8.729440191199359100e-01,4.586847453661617280e+00,5.716553579686564079e-01,-5.982175372369521460e-01,-1.020992451237079601e+00
